"지역별(1)","지역별(2)","지역별(3)",상품군별(1),상품군별(2),판매유형별(1),2017.1/4,2017.2/4,2017.3/4,2017.4/4,2018.1/4,2018.2/4,2018.3/4,2018.4/4,2019.1/4,2019.2/4,2019.3/4,2019.4/4,2020.1/4,2020.2/4,2020.3/4,2020.4/4,2021.1/4,2021.2/4,2021.3/4,2021.4/4,2022.1/4,2022.2/4,2022.3/4,2022.4/4,2023.1/4,2023.2/4,2023.3/4,2023.4/4,2024.1/4,2024.2/4 p)
"아시아","중국","소계",기 타,소계,면세점 이외,886,913,765,1159,1068,1628,975,1102,924,1259,947,1774,18009,1031,944,2752,2739,2658,2354,1791,4382,2698,13402,2671,2833,3077,2333,2216,1137,1032
"아시아","일본","소계",컴퓨터 및 주변기기,소계,면세점 이외,27,29,38,35,27,42,70,25,34,28,13,63,36,43,83,31,41,26,26,23,9,21,20,35,31,148,682,60,170,185
"아시아","일본","소계",가전·전자·통신기기,소계,면세점 이외,681,679,734,637,761,651,678,145,797,658,707,182,113,63,140,88,102,94,224,302,760,660,1427,586,1063,3370,224,167,128,73
"아시아","일본","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92,238,136,92,73,18
"아시아","일본","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,971,3132,88,75,55,55
"아시아","일본","소계",소프트웨어,소계,면세점 이외,2,2,1,3,2,2,2,1,5,7,1,1,1,2,1,23,1,4,0,0,0,0,2668,0,36,0,0,0,0,0
"아시아","일본","소계",서 적,소계,면세점 이외,89,76,38,42,64,58,36,84,73,108,191,202,134,188,333,400,690,384,440,554,550,355,337,335,471,257,238,463,307,152
"아시아","일본","소계",사무·문구,소계,면세점 이외,537,451,429,389,510,445,523,223,729,735,855,375,349,314,424,439,1056,532,813,380,738,1553,458,1012,277,314,345,330,262,242
"아시아","일본","소계",음반·비디오·악기,소계,면세점 이외,537,716,899,673,936,1281,1122,3679,2433,1632,2592,2055,2341,2829,4522,5046,3905,3575,4330,4193,3330,3959,3639,5546,2314,10246,3674,9800,7339,3578
"아시아","일본","소계",의류 및 패션 관련 상품,소계,면세점 이외,20028,19927,22433,26644,34140,34505,32876,33221,36170,34721,31046,29601,23118,33954,29968,32412,25159,30720,27566,33090,26367,22038,18049,24353,15779,12443,11501,15129,11014,10516
"아시아","일본","소계",스포츠·레저용품,소계,면세점 이외,182,179,174,156,206,216,209,165,241,185,219,133,146,69,158,273,330,117,285,513,429,175,458,738,265,168,138,185,141,106
"아시아","일본","소계",화장품,소계,면세점 이외,1720,1191,1875,1846,1731,911,1324,1310,1895,1565,2504,4942,6131,11037,13053,11994,17992,22577,29128,27055,31215,24287,25026,23856,27731,19453,18849,17111,18805,18453
"아시아","일본","소계",아동·유아용품,소계,면세점 이외,52,43,28,40,50,53,50,102,78,165,146,189,124,206,360,663,312,258,353,213,262,218,353,401,346,347,549,219,247,322
"아시아","일본","소계",음·식료품,소계,면세점 이외,577,305,49,73,321,310,231,858,797,498,911,1037,1787,963,592,1357,3557,3575,3385,4027,3136,3993,3217,2786,3658,2659,2347,2218,1970,1738
"아시아","일본","소계",농축수산물,소계,면세점 이외,1,3,0,0,2,2,2,0,0,6,2,10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"아시아","일본","소계",생활·자동차용품,소계,면세점 이외,736,700,703,661,919,858,888,544,1590,986,1291,1113,1561,687,825,838,1152,806,1316,2638,1536,751,1351,1157,1885,1267,1147,1164,1345,1140
"아시아","일본","소계",기 타,소계,면세점 이외,4398,4325,4451,4473,4733,5376,5102,5512,5283,5436,6242,5852,5458,8035,8466,8550,10857,11758,11430,10950,9585,10099,13549,10449,10516,9758,8218,7980,9634,9875
"아시아","아세안","소계",컴퓨터 및 주변기기,소계,면세점 이외,316,294,90,75,342,283,82,137,328,321,96,79,284,118,79,60,279,103,57,34,14,8,33,58,92,62,22,41,55,52
"아시아","아세안","소계",가전·전자·통신기기,소계,면세점 이외,2241,2493,2520,2295,1682,1785,1780,2183,2252,2153,2222,2812,3457,3242,3034,2672,2298,2584,2589,2069,1855,1786,2466,2860,2258,1829,3264,3090,1840,3150
"아시아","아세안","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2253,1822,3264,3089,1840,3148
"아시아","아세안","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,7,0,1,0,2
"아시아","아세안","소계",소프트웨어,소계,면세점 이외,3,4,20,13,6,17,13,6,3,4,1,0,2,1,0,0,2,0,1,0,0,0,0,0,24,0,0,0,0,0
"아시아","아세안","소계",서 적,소계,면세점 이외,1012,829,1825,1918,1376,1998,2023,2131,1123,1209,854,1248,1121,990,876,1205,1005,1170,681,1222,524,927,448,253,224,195,278,187,102,77
"아시아","아세안","소계",사무·문구,소계,면세점 이외,611,660,705,604,411,422,444,569,569,546,561,698,882,891,804,702,602,672,693,561,520,669,659,774,609,493,882,897,610,933
"아시아","아세안","소계",음반·비디오·악기,소계,면세점 이외,1116,810,2222,1810,1409,2006,2200,3468,1524,2546,1689,1875,2437,3436,4189,6073,7049,4490,4000,4257,2765,5277,2558,2537,2190,953,396,468,215,912
"아시아","아세안","소계",의류 및 패션 관련 상품,소계,면세점 이외,5768,5369,5091,5815,3863,4680,4496,5790,5549,5932,5900,8039,8534,10875,9753,8830,7698,6905,8393,7569,7931,6297,8711,9194,5964,6791,6395,6720,13270,8713
"아시아","아세안","소계",스포츠·레저용품,소계,면세점 이외,1569,1649,1578,1515,1242,1322,1300,1509,1582,1454,1367,1715,2101,1922,1811,1589,1472,1496,1500,1225,1295,1060,1435,1670,1509,1063,1905,1792,1065,1827
"아시아","아세안","소계",화장품,소계,면세점 이외,4562,3281,2988,4036,2161,1772,1858,5367,1680,1555,3094,4175,3679,709,1969,975,965,1067,1027,1095,1164,870,865,733,1754,1040,1614,1604,1808,1564
"아시아","아세안","소계",아동·유아용품,소계,면세점 이외,862,1133,1220,1181,1194,1360,1435,1678,1473,1431,857,1343,1116,786,377,419,212,1017,926,647,275,272,222,320,282,148,260,222,195,190
"아시아","아세안","소계",음·식료품,소계,면세점 이외,241,184,223,193,236,192,212,170,558,297,254,347,3690,276,157,168,168,506,444,641,120,148,143,180,100,99,122,132,196,192
"아시아","아세안","소계",농축수산물,소계,면세점 이외,11,7,11,13,11,12,10,9,7,7,7,12,7,4,4,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0
"아시아","아세안","소계",생활·자동차용품,소계,면세점 이외,1849,1654,1756,1589,1283,1291,1257,1260,1383,1372,1236,1613,1853,1688,1529,1362,1300,2933,2168,1565,894,881,1471,1503,1109,988,1610,1574,1028,1549
"아시아","아세안","소계",기 타,소계,면세점 이외,323,354,352,374,1372,438,375,522,382,370,240,2986,865,429,395,931,589,1096,1585,760,397,350,313,273,163,195,232,170,386,512
"아시아","중동","소계",컴퓨터 및 주변기기,소계,면세점 이외,95,71,79,301,48,58,67,77,98,96,62,79,61,107,139,81,51,94,73,26,2,14,48,33,55,36,80,115,115,136
"아시아","중동","소계",가전·전자·통신기기,소계,면세점 이외,353,341,315,262,172,153,181,193,155,155,168,356,182,190,272,195,157,99,105,65,8,17,8,32,18,19,8,19,9,19
"아시아","중동","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,19,7,16,5,19
"아시아","중동","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,0,1,3,4,0
"아시아","중동","소계",소프트웨어,소계,면세점 이외,2,3,8,8,3,7,22,4,4,12,3,1,2,3,8,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0
"아시아","중동","소계",서 적,소계,면세점 이외,23,23,43,42,43,60,58,72,58,81,55,100,98,11,9,21,32,27,40,46,36,53,46,16,14,15,17,91,25,13
"아시아","중동","소계",사무·문구,소계,면세점 이외,3,2,1,2,3,1,0,3,1,1,2,0,1,1,2,0,2,0,6,1,2,3,1,4,2,1,0,6,12,12
"아시아","중동","소계",음반·비디오·악기,소계,면세점 이외,76,68,143,115,104,161,247,272,206,314,227,360,496,710,870,1174,326,352,367,311,211,353,245,130,270,423,406,548,136,183
"아시아","중동","소계",의류 및 패션 관련 상품,소계,면세점 이외,209,201,182,216,198,232,222,224,210,321,169,251,259,553,559,405,378,327,407,271,154,194,179,142,75,78,73,93,81,79
"아시아","중동","소계",스포츠·레저용품,소계,면세점 이외,45,52,50,46,49,41,45,72,49,46,34,51,47,42,59,48,31,32,32,14,2,1,1,3,0,3,0,1,1,1
"아시아","중동","소계",화장품,소계,면세점 이외,575,572,578,608,659,718,688,800,790,873,602,1134,671,534,543,469,422,376,381,217,93,159,130,200,172,166,302,366,384,372
"아시아","중동","소계",아동·유아용품,소계,면세점 이외,49,42,61,77,59,62,54,47,35,44,32,45,35,32,28,26,26,27,20,12,4,2,5,6,0,1,2,3,0,1
"아시아","중동","소계",음·식료품,소계,면세점 이외,7,4,4,3,3,4,4,6,7,7,5,8,921,2,0,4,2,5,1,0,4,2,2,2,2,1,0,1,5,1
"아시아","중동","소계",농축수산물,소계,면세점 이외,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"아시아","중동","소계",생활·자동차용품,소계,면세점 이외,358,320,302,660,261,272,270,620,532,366,399,275,379,223,245,213,194,156,136,63,5,3,3,4,5,4,7,9,12,20
"아시아","중동","소계",기 타,소계,면세점 이외,141,95,117,136,106,95,89,110,109,168,77,92,134,129,146,124,104,118,123,43,8,10,21,33,8,23,13,15,8,17
"아시아","기타 아시아","소계",컴퓨터 및 주변기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,91,42,22,2514,2719
"아시아","기타 아시아","소계",가전·전자·통신기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,24,9,1,9,8
"아시아","기타 아시아","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,6,6,1,5,4
"아시아","기타 아시아","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,18,3,0,4,4
"아시아","기타 아시아","소계",소프트웨어,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아시아","기타 아시아","소계",서 적,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,1,2,1,0,1
"아시아","기타 아시아","소계",사무·문구,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,0,3,288,312
"아시아","기타 아시아","소계",음반·비디오·악기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,125,390,159,67,191
"아시아","기타 아시아","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,127,181,48,82,46,65
"아시아","기타 아시아","소계",스포츠·레저용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,0
"아시아","기타 아시아","소계",화장품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,89,99,112,193,188
"아시아","기타 아시아","소계",아동·유아용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,0,0,1
"아시아","기타 아시아","소계",음·식료품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,1,1,0,0
"아시아","기타 아시아","소계",농축수산물,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"아시아","기타 아시아","소계",생활·자동차용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,3,0,2
"아시아","기타 아시아","소계",기 타,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,6,2,0,2
"북미","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1520,1231,1028,1144,6860,10108
"북미","소계","소계",가전·전자·통신기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,996,1030,442,918,532,1420
"북미","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,865,900,420,890,468,1390
"북미","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,131,130,22,28,64,30
"북미","소계","소계",소프트웨어,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,242,48,55,238,69,27
"북미","소계","소계",서 적,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1488,1130,1306,1776,1267,1011
"북미","소계","소계",사무·문구,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,486,215,316,1760,1256,2396
"북미","소계","소계",음반·비디오·악기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8647,12122,10206,13652,7466,8075
"북미","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18560,20314,20833,27988,24145,25302
"북미","소계","소계",스포츠·레저용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,281,369,223,229,236,230
"북미","소계","소계",화장품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8981,13848,16498,12403,13219,19047
"북미","소계","소계",아동·유아용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,486,306,398,430,315,285
"북미","소계","소계",음·식료품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1576,1652,1483,2056,2102,1689
"북미","소계","소계",농축수산물,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,8,3,10,8,8
"북미","소계","소계",생활·자동차용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1247,1693,1948,2515,2203,3163
"북미","소계","소계",기 타,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6287,7533,7308,7377,9465,9742
"북미","미국","소계",컴퓨터 및 주변기기,소계,면세점 이외,1081,970,802,854,2033,1553,1784,1773,1298,1408,1653,1383,1182,1631,1871,1373,1665,2199,1661,1077,1020,976,839,1019,1419,1059,984,1067,6325,9463
"북미","미국","소계",가전·전자·통신기기,소계,면세점 이외,2877,2490,2602,2362,1672,1678,1651,1834,1779,1721,3059,1738,1818,2822,3287,2176,1975,2303,1988,969,472,538,536,596,928,1004,406,869,502,1390
"북미","미국","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,816,879,386,844,441,1360
"북미","미국","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,112,125,20,25,61,30
"북미","미국","소계",소프트웨어,소계,면세점 이외,68,100,123,125,175,251,172,269,88,156,118,338,135,182,215,333,172,178,193,323,88,50,87,268,240,48,55,238,69,27
"북미","미국","소계",서 적,소계,면세점 이외,1969,1511,1876,1856,2089,1790,2033,1977,2259,1563,2596,1720,2135,2407,2583,2584,1769,1524,1550,1883,1568,1361,1434,1306,1408,1078,1237,1653,1216,970
"북미","미국","소계",사무·문구,소계,면세점 이외,69,48,41,79,58,55,85,83,198,72,83,101,74,85,87,152,1402,384,1293,360,629,943,290,1031,477,208,310,1656,1176,2265
"북미","미국","소계",음반·비디오·악기,소계,면세점 이외,1927,1781,2361,2647,2362,3014,3932,4550,3857,5191,5762,4786,5258,7516,9854,10291,12039,9547,10176,10130,7348,7884,7589,6992,8032,11710,9893,13034,7232,7515
"북미","미국","소계",의류 및 패션 관련 상품,소계,면세점 이외,14648,11117,11057,14354,11699,12015,10099,13540,12214,13568,13273,16070,12743,23154,21980,24277,20209,23906,23937,27933,20251,20955,20100,25272,18226,20220,20459,27526,23818,24969
"북미","미국","소계",스포츠·레저용품,소계,면세점 이외,1481,1025,877,1121,1181,1439,1199,1069,1148,1602,3150,864,953,1641,1791,1477,1010,1299,1824,819,321,278,427,670,273,360,214,221,223,221
"북미","미국","소계",화장품,소계,면세점 이외,7551,6518,6814,10397,8982,7908,7689,13958,8451,8663,12449,12223,11846,11482,12042,14076,11937,8977,8608,10438,9438,7112,7299,9327,8632,13276,15977,12093,12352,18071
"북미","미국","소계",아동·유아용품,소계,면세점 이외,744,626,618,722,765,793,728,1056,815,1153,1702,1928,945,1344,1243,1402,2126,1819,1550,939,572,529,353,539,475,295,390,421,309,280
"북미","미국","소계",음·식료품,소계,면세점 이외,321,118,326,162,202,211,159,153,225,240,538,354,1164,473,466,603,615,808,1112,1289,1747,1158,995,813,1569,1646,1459,1940,1982,1583
"북미","미국","소계",농축수산물,소계,면세점 이외,1,0,0,2,1,0,0,33,2,2,7,2,2,12,8,11,10,1,4,5,10,15,10,9,11,8,3,10,8,8
"북미","미국","소계",생활·자동차용품,소계,면세점 이외,3107,2766,2396,2276,2483,2357,2150,2159,2174,2410,3407,3713,2256,3217,3028,2966,2683,2953,2877,1180,528,532,1399,1830,1231,1675,1933,2473,2168,3089
"북미","미국","소계",기 타,소계,면세점 이외,2658,3125,2969,4075,3793,3540,3633,4445,3820,4273,5897,7353,7953,9792,9384,11602,12559,11776,11720,9590,11759,8228,8416,6520,6189,7407,7248,7121,9419,9689
"북미","캐나다","소계",컴퓨터 및 주변기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,101,172,44,77,535,645
"북미","캐나다","소계",가전·전자·통신기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,26,36,49,30,30
"북미","캐나다","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,21,34,46,27,30
"북미","캐나다","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,5,2,3,3,0
"북미","캐나다","소계",소프트웨어,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0,0,0,0,0
"북미","캐나다","소계",서 적,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,52,69,123,51,41
"북미","캐나다","소계",사무·문구,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,7,6,104,80,131
"북미","캐나다","소계",음반·비디오·악기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,615,412,313,618,234,560
"북미","캐나다","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,334,94,374,462,327,333
"북미","캐나다","소계",스포츠·레저용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,9,9,8,13,9
"북미","캐나다","소계",화장품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,349,572,521,310,867,976
"북미","캐나다","소계",아동·유아용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,8,9,6,5
"북미","캐나다","소계",음·식료품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,6,24,116,120,106
"북미","캐나다","소계",농축수산물,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"북미","캐나다","소계",생활·자동차용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,18,15,42,35,74
"북미","캐나다","소계",기 타,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98,126,60,256,46,53
"유럽","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1892,1312,1436,1507,3838,6137
"유럽","소계","소계",가전·전자·통신기기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,275,325,424,474,686,350
"유럽","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,234,254,283,312,193,212
"유럽","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,71,141,162,493,138
"유럽","소계","소계",소프트웨어,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,0,0,0,0,0
"유럽","소계","소계",서 적,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,171,144,260,316,162,106
"유럽","소계","소계",사무·문구,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,13,8,224,558,842
"유럽","소계","소계",음반·비디오·악기,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2101,6173,11330,2830,908,1602
"유럽","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,740,1054,808,811,1183,1196
"유럽","소계","소계",스포츠·레저용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,422,18,15,13,20,23
"유럽","소계","소계",화장품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,443,465,622,632,1008,1357
"유럽","소계","소계",아동·유아용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,35,78,26,8,70
"유럽","소계","소계",음·식료품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,25,8,21,25,19
"유럽","소계","소계",농축수산물,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
"유럽","소계","소계",생활·자동차용품,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,15,42,105,182,123
"유럽","소계","소계",기 타,소계,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105,289,159,240,220,349
"유럽","유럽연합+영국","소계",컴퓨터 및 주변기기,소계,면세점 이외,456,280,406,430,1030,630,655,852,633,715,513,617,694,334,524,358,511,304,249,295,206,336,1056,1568,1859,1253,1413,1459,3809,5829
"유럽","유럽연합+영국","소계",가전·전자·통신기기,소계,면세점 이외,958,773,1081,962,838,603,568,570,603,582,423,2051,942,593,946,559,586,482,484,246,61,109,101,164,271,321,419,464,684,349
"유럽","유럽연합+영국","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,230,250,278,302,191,211
"유럽","유럽연합+영국","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,71,141,162,493,138
"유럽","유럽연합+영국","소계",소프트웨어,소계,면세점 이외,22,37,47,49,28,34,45,97,28,26,12,28,26,26,22,25,21,27,23,8,0,0,0,0,7,0,0,0,0,0
"유럽","유럽연합+영국","소계",서 적,소계,면세점 이외,47,30,50,66,62,70,71,68,59,55,48,95,72,127,150,165,261,190,228,284,207,344,241,142,167,141,249,259,155,101
"유럽","유럽연합+영국","소계",사무·문구,소계,면세점 이외,22,21,780,12,27,17,9,13,11,10,4,10,8,8,4,5,19,15,26,19,26,10,9,25,36,12,8,211,552,803
"유럽","유럽연합+영국","소계",음반·비디오·악기,소계,면세점 이외,841,779,1173,1437,1400,1419,1808,2120,1958,2350,1502,2697,2728,2636,2958,3770,3103,2702,2189,1642,1113,2144,1253,1018,1981,5916,11092,2501,812,1433
"유럽","유럽연합+영국","소계",의류 및 패션 관련 상품,소계,면세점 이외,1036,965,961,1084,1205,1035,869,930,970,1032,781,847,807,1765,1276,1272,1114,1346,1018,1228,1037,1229,1114,1025,647,833,651,768,1097,1162
"유럽","유럽연합+영국","소계",스포츠·레저용품,소계,면세점 이외,179,153,108,200,233,198,173,204,215,192,805,212,211,192,418,476,416,143,251,360,305,18,20,300,301,16,13,12,16,10
"유럽","유럽연합+영국","소계",화장품,소계,면세점 이외,2363,2292,1925,2510,3022,2744,2503,2922,3131,3051,1891,3733,2825,1651,1538,1510,1442,1307,778,523,218,395,278,300,256,338,503,528,821,1211
"유럽","유럽연합+영국","소계",아동·유아용품,소계,면세점 이외,316,259,275,343,347,292,287,374,329,312,195,417,367,316,284,387,689,523,419,167,46,25,17,53,15,18,22,26,8,8
"유럽","유럽연합+영국","소계",음·식료품,소계,면세점 이외,20,19,15,36,27,18,14,21,18,12,8,14,378,19,10,16,16,17,11,10,9,17,10,15,38,25,8,21,25,17
