"성별","산업별","국가별","항목","단위","1991 년","1992 년","1993 년","1994 년","1995 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"남자","전기, 가스, 증기 및 공기조절 공급업","프랑스","취업자","","","","","","","","","","","","","","","118.88","160.649","174.31","144.193","151.72","171.581","148.021","130.187","133.586","127.997","147.894","164.782","149.791","128.267","123.548",
"남자","전기, 가스, 증기 및 공기조절 공급업","독일","취업자","","","","","","","","","","","","","","","238.154","252.589","261.4","275.475","285.749","261.981","245.68","250.306","242.698","238.358","235.573","235.797","263.564","276.341","269.733",
"남자","전기, 가스, 증기 및 공기조절 공급업","그리스","취업자","","","","","","","","","","","","","","","26.185","22.541","19.651","16.719","18.587","21.907","20.811","19.341","21.147","23.73","20.541","19.315","21.114","25.498","24.645",
"남자","전기, 가스, 증기 및 공기조절 공급업","헝가리","취업자","","","","","","","","","","","","","","","24.111","28.132","25.297","26.972","26.29","22.072","26.432","26.182","24.033","24.261","29.932","24.281","25.953","28.638","28.058",
"남자","전기, 가스, 증기 및 공기조절 공급업","아이슬란드","취업자","","","","","","","","","","","","","","","1.348","1.022","1.026","1.067",".813",".965","1.128","1.227","1.347","1.263","1.494","1.428","1.615","1.385","1.436",
"남자","전기, 가스, 증기 및 공기조절 공급업","아일랜드","취업자","","","","","","","","","","","","","","","9.686","9.538","8.732","7.841","6.991","7.783","8.463","7.754","9.562","10.86","9.803","10.866","9.161","10.032","11.157",
"남자","전기, 가스, 증기 및 공기조절 공급업","이탈리아","취업자","","","","","","","","","","","","","","","93.897","92.08","91.292","103.693","105.101","95.036","83.195","89.459","97.552","92.268","79.944","84.456","87.85","80.877","83.532",
"남자","전기, 가스, 증기 및 공기조절 공급업","라트비아","취업자","","","","","","","","","","","","","","","12.497","10.685","10.174","9.029","7.55","9.085","8.453","9.88","10.128","9.861","9.384","6.843","8.684","9.822","9.59",
"남자","전기, 가스, 증기 및 공기조절 공급업","리투아니아","취업자","","","","","","","","","","","","","","","14.594","11.92","10.167","9.179","9.082","8.097","6.94","8.035","9.184","11.131","9.537","7.577","7.668","8.757","9.321",
"남자","전기, 가스, 증기 및 공기조절 공급업","네덜란드","취업자","","","","","","","","","","","","","","","24.656","25.057","25.192","24.585","29.717","24.615","20.057","20.073","26.03","22.629","23.356","27.084","23.717","30.3","30.511",
"남자","전기, 가스, 증기 및 공기조절 공급업","노르웨이","취업자","","","","","","","","","","","","","","","11.896","13.196","13.787","13.7","11.613","9.964","10.844","11.964","12.748","14.388","13.644","12.437","12.78","14.307","12.851",
"남자","전기, 가스, 증기 및 공기조절 공급업","폴란드","취업자","","","","","","","","","","","","","","","139.218","149.778","142.37","140.055","128.272","128.335","137.601","137.377","140.149","125.687","121.429","126.09","130.111","143.773","150.844",
"남자","전기, 가스, 증기 및 공기조절 공급업","포르투갈","취업자","","","","","","","","","","","","","","","18.067","16.048","13.758","15.699","13.589","12.835","12.123","13.093","12.526","12.474","9.387","14.293","15.729","14.032","13.21",
"남자","전기, 가스, 증기 및 공기조절 공급업","슬로바키아","취업자","","","","","","","","","","","","","","","24.777","25.298","16.462","22.668","20.669","19.651","21.516","20.981","24.844","26.264","25.333","23.884","22.406","17.046","19.653",
"남자","전기, 가스, 증기 및 공기조절 공급업","슬로베니아","취업자","","","","","","","","","","","","","","","8.22","7.065","6.256","7.092","7.145","7.154","8.687","8.201","6.714","7.28","7.316","8.004","8.6","8.306","7.142",
"남자","전기, 가스, 증기 및 공기조절 공급업","스페인","취업자","","","","","","","","","","","","","","","59.008","61.616","62.813","64.342","64.427","61.487","73.42","66.406","62.85","66.702","57.56","65.627","56.338","59.035","62.48",
"남자","전기, 가스, 증기 및 공기조절 공급업","스웨덴","취업자","","","","","","","","","","","","","","","16.961","17.01","16.98","16.66","17.537","17.855","18.808","23.435","23.568","21.327","20.179","20.42","23.057","22.827","24.343",
"남자","전기, 가스, 증기 및 공기조절 공급업","스위스","취업자","","20.44","23.32","21.46","20.119","22.684","","","","","","","","","","18.963","17.857","20.325","21.852","23.834","24.401","21.957","21.369","22.426","21.289","20.418","26.896","22.133","19.309",
"남자","전기, 가스, 증기 및 공기조절 공급업","영국","취업자","","","","","","","","","","","","","","","114.516","116.553","133.198","138.606","130.004","134.564","135.663","137.936","135.856","141.783","158.289","144.064","","","",
"남자","전기, 가스, 증기 및 공기조절 공급업","뉴질랜드","취업자","","","","","","","","","","","","","","","","7.6","7.7","6.8","7.7","7.6","9.5","9.6","","","","","","","",
"남자","건설업","대한민국","취업자","","","","","","","","","","","","","","","","","","","","1640","1677","1699","1718","1808","1824","1817","1808","1875","1887",
"남자","건설업","일본","취업자","","","","","","","5478.204","5275.946","5199.694","5096.343","4914.215","4802.183","4717.639","4655.811","4526.719","4352.899","4236.45","4145.853","4276.281","4232.676","4251.367","4195.038","4156.009","4197.022","4170.052","4118.141","4072.786","","",
"남자","건설업","튀르키예","취업자","","","","","","","","","","","940.854","1079.664","","","1200.264","1264.829","1376.229","1620.342","1652.403","1718.227","1830.031","1835.276","1903.246","2014.499","1909.494","1481.721","1467.276","1693.184","1755.028",
"남자","건설업","멕시코","취업자","","","","","","","","","","","","2215.844","2349.707","2527.997","2572.782","2553.689","2705.44","2789.742","2781.44","2762.161","2876.861","3023.431","3187.317","3238.56","3344.293","3292.92","3004.833","3290.421","3482.232",
"남자","건설업","미국","취업자","","","","","","","","","","9536.209","10141.528","10567.349","11046.902","11211.489","10436.691","9236.273","8706.853","8666.652","8691.866","8984.821","9564.152","9577.673","9841.371","10161.199","10550.747","10648.296","10014.173","10420.063","10907.86",
"남자","건설업","칠레","취업자","","","","","","","","","","","","","","","","","","","","630.319","627.618","646.72","668.694","650.831","666.035","675.404","567.964","690.248","705.482",
"남자","건설업","코스타리카","취업자","","","","","","","","","","","","","","","","","","","","","","","","129.056","142.004","140.25","121.551","124.002","138.032",
"남자","건설업","오스트리아","취업자","","","","","","","","","","","","","","","","","","303.02","311.385","306.589","299.361","298.741","299.749","296.965","298.342","310.411","297.483","280.575","312.633",
"남자","건설업","벨기에","취업자","","","","","","","","","","","","","","","295.571","292.062","297.216","305.193","297.995","301.353","298.415","296.469","307.225","290.284","296.17","309.201","288.86","276.74","274.907",
"남자","건설업","체코","취업자","","","","","","","","","","","","","","","438.744","456.049","429.804","396.803","391.504","386.479","384.584","364.064","353.101","357.49","352.482","347.24","359.685","374.329","372.848",
"남자","건설업","덴마크","취업자","","","","","","","","","","","","","","","179.546","158.114","147.471","148.114","144.214","148.192","147.298","150.463","143.024","153.94","163.382","162.953","161.967","175.517","173.401",
"남자","건설업","핀란드","취업자","","","","","","","","","","","","","","","172.421","160.487","157.247","161.854","160.951","161.085","155.358","155.014","164.01","171.806","178.156","174.916","169.582","171.345","165.426",
"남자","건설업","프랑스","취업자","","","","","","","","","","","","","","","1719.98","1689.529","1718.393","1692.705","1674.93","1583.009","1551.38","1518.408","1519.807","1529.307","1589.878","1616.554","1597.327","1552.788","1603.466",
"남자","건설업","독일","취업자","","","","","","","","","","","","","","","2247.202","2242.16","2200.874","2247.743","2291.155","2339.299","2369.145","2365.127","2390.52","2448.86","2433.155","2438.841","1973.729","2071.79","2247.275",
"남자","건설업","그리스","취업자","","","","","","","","","","","","","","","387.762","357.666","307.888","235.123","189.414","152.735","144.299","136.71","139.025","140.27","131.122","125.686","120.264","133.497","142.98",
"남자","건설업","헝가리","취업자","","","","","","","","","","","","","","","284.329","268.881","251.475","242.703","223.471","228.102","239.508","255.159","259.444","277.628","307.66","319.543","334.253","346.055","357.022",
"남자","건설업","아이슬란드","취업자","","","","","","","","","","","","","","","16.553","10.669","9.957","9.355","8.639","10.022","10.064","10.819","11.294","11.803","11.306","12.297","11.927","14.65","14.897",
"남자","건설업","아일랜드","취업자","","","","","","","","","","","","","","","197.69","125.025","93.07","82.621","78.606","80.624","87.415","102.721","112.488","121.737","135.445","135.353","126.613","127.041","150.087",
"남자","건설업","이탈리아","취업자","","","","","","","","","","","","","","","1839.953","1804.542","1781.379","1668.414","1585.825","1444.236","1387.858","1373.609","1315.127","1324.012","1314.775","1250.723","1255.298","1325.986","1434.188",
"남자","건설업","라트비아","취업자","","","","","","","","","","","","","","","111.409","64.073","51.057","52.854","56.518","61.999","67.243","64.697","60.637","56.229","67.578","74.83","67.504","65.333","65.695",
"남자","건설업","리투아니아","취업자","","","","","","","","","","","","","","","140.468","98.95","75.081","76.502","80.892","91.401","90.215","93.321","93.783","88.8","90.957","94.768","91.233","92.769","101.66",
"남자","건설업","네덜란드","취업자","","","","","","","","","","","","","","","466.858","446.203","411.665","395.184","405.565","375.903","366.469","371.833","367.801","375.022","366.703","372.711","362.842","349.245","366.034",
"남자","건설업","노르웨이","취업자","","","","","","","","","","","","","","","172.167","166.455","165.038","174.719","180.093","184.973","184.086","186.811","184.837","192.707","201.691","206.28","204.764","207.351","212.893",
"남자","건설업","폴란드","취업자","","","","","","","","","","","","","","","1163.33","1231.553","1180.291","1197.756","1176.704","1102.836","1097.419","1122.763","1136.547","1142.054","1156.423","1214.872","1243.293","1230.679","1220.872",
"남자","건설업","포르투갈","취업자","","","","","","","","","","","","","","","515.8","463.608","436.09","397.21","323.084","270.878","258.818","258.653","270.433","286.527","284.977","284.764","275.583","272.386","281.183",
"남자","건설업","슬로바키아","취업자","","","","","","","","","","","","","","","243.578","245.396","182.798","226.72","227.834","220.787","200.346","199.41","215.954","228.65","224.535","218.934","212.107","168.805","235.495",
"남자","건설업","슬로베니아","취업자","","","","","","","","","","","","","","","59.675","56.292","52.051","48.937","48.892","47.53","48.063","48.729","46.772","48.237","50.281","51.594","54.257","46.482","49.039",
"남자","건설업","스페인","취업자","","","","","","","","","","","","","","","2282.347","1741.195","1510.184","1297.241","1062.504","942.412","910.177","991.727","989.093","1029.221","1115.421","1163.825","1142.196","1167.808","1195.651",
"남자","건설업","스웨덴","취업자","","","","","","","","","","","","","","","281.299","272.315","280.039","286.041","288.734","288.26","290.351","286.752","297.314","308.682","315.782","330.583","317.37","309.382","298.16",
"남자","건설업","스위스","취업자","","212.462","202.679","213.338","217.703","234.963","","","","","","","","","","231.113","255.105","265.945","268.364","275.057","267.304","272.197","278.606","281.198","282.555","273.607","271.659","297.324","287.132",
"남자","건설업","영국","취업자","","","","","","","","","","","","","","","2280.846","2115.999","1973.916","1957.571","1920.69","1896.305","1963.953","1972.758","2012.34","2034.896","2057.796","2060.545","","","",
"남자","건설업","뉴질랜드","취업자","","","","","","","","","","","","","","","","157.9","156.5","150.9","150","158.4","173.6","191.4","","","","","","","",
"남자","도매 및 소매업","대한민국","취업자","","","","","","","","","","","","","","","","","","","","2023","2103","2045","2029","2046","2012","1983","1899","1813","1768",
"남자","도매 및 소매업","일본","취업자","","","","","","","5948.116","5935.857","5776.521","5959.442","5850.521","5777.551","5708.232","5732.372","5671.223","5751.153","5759.855","5572.602","5655.846","5646.055","5644.096","5595.193","5593.023","5698.887","5625.359","5506.858","5478.284","","",
"남자","도매 및 소매업","튀르키예","취업자","","","","","","","","","","","2685.205","2862.791","","","2857.345","2778.666","2696.805","2787.328","2749.97","2733.037","2795.462","2830.627","2864.087","2973.808","3013.074","2924.556","2776.417","3017.094","3208.944",
"남자","도매 및 소매업","멕시코","취업자","","","","","","","","","","","","4460.216","4543.354","4567.443","4654.784","4710.416","4866.296","4917.286","5039.246","5047.895","5062.62","5021.353","5000.325","5020.532","5211.805","5408.014","5081.565","5514.463","5739.723",
"남자","도매 및 소매업","미국","취업자","","","","","","","","","","11656.836","11705.115","12059.475","12031.95","11700.515","11502.473","10995.382","10993.025","11152.003","11271.895","11150.466","11284.211","11383.285","11403.039","11386.546","11448.8","11245.491","10769.105","10939.374","10927.702",
"남자","도매 및 소매업","칠레","취업자","","","","","","","","","","","","","","","","","","","","795.121","796.086","808.739","842.589","854.369","831.509","837.998","804.308","857.352","885.521",
"남자","도매 및 소매업","코스타리카","취업자","","","","","","","","","","","","","","","","","","","","","","","","240.871","234.742","215.647","203.947","226.945","244.369",
"남자","도매 및 소매업","오스트리아","취업자","","","","","","","","","","","","","","","","","","277.728","279.215","274.112","262.392","256.37","266.593","271.805","280.636","284.772","274.499","273.037","271.219",
"남자","도매 및 소매업","벨기에","취업자","","","","","","","","","","","","","","","292.26","297.572","319.861","314.262","331.47","334.121","329.388","327.407","331.614","335.72","344.269","341.045","329.121","340.995","348.026",
"남자","도매 및 소매업","체코","취업자","","","","","","","","","","","","","","","288.656","297.026","267.416","271.015","278.23","273.787","271.888","279.687","273.861","277.21","286.024","272.813","262.238","262.719","263.087",
"남자","도매 및 소매업","덴마크","취업자","","","","","","","","","","","","","","","239.164","231.708","213.753","210.446","209.173","205.504","203.714","218.712","225.188","243.191","246.427","246.198","245.074","244.753","261.659",
"남자","도매 및 소매업","핀란드","취업자","","","","","","","","","","","","","","","160.464","149.32","147.513","149.565","149.966","144.666","143.947","145.959","149.2","144.118","147.758","151.005","145.254","151.641","156.82",
"남자","도매 및 소매업","프랑스","취업자","","","","","","","","","","","","","","","1741.592","1781.893","1784.397","1759.688","1761.561","1744.469","1801.072","1786.222","1812.478","1869.147","1813.336","1795.159","1809.175","1861.18","1987.57",
"남자","도매 및 소매업","독일","취업자","","","","","","","","","","","","","","","2465.521","2435.773","2413.353","2439.267","2471.335","2806.536","2737.65","2765.928","2865.542","2895.458","2939.458","2931.11","2490.318","2533.721","2580.891",
"남자","도매 및 소매업","그리스","취업자","","","","","","","","","","","","","","","477.098","469.27","457.705","430.493","380.911","371.662","365.097","376.914","372.893","391.63","365.458","359.647","375.066","411.332","417.214",
"남자","도매 및 소매업","헝가리","취업자","","","","","","","","","","","","","","","275.022","254.999","244.741","250.808","243.262","239.462","252.339","241.262","243.958","253.765","245.458","267.081","275.072","267.891","279.429",
"남자","도매 및 소매업","아이슬란드","취업자","","","","","","","","","","","","","","","13.046","12.565","11.114","11.806","12.175","12.821","13.042","13.251","14.743","15.241","15.13","14.995","14.004","13.999","14.477",
"남자","도매 및 소매업","아일랜드","취업자","","","","","","","","","","","","","","","155.978","135.42","134.932","134.789","135.183","139.998","141.096","145.176","149.013","149.605","151.996","152.851","157.834","157.887","160.443",
"남자","도매 및 소매업","이탈리아","취업자","","","","","","","","","","","","","","","2048.011","2001.264","1963.282","1917.841","1937.989","1929.932","1888.002","1869.875","1926.641","1945.501","1947.323","1922.987","1849.85","1811.074","1828.358",
"남자","도매 및 소매업","라트비아","취업자","","","","","","","","","","","","","","","61.049","54.489","46.18","51.794","49.985","50.496","49.493","47.874","48.145","51.846","58.194","56.133","52.128","56.576","58.142",
"남자","도매 및 소매업","리투아니아","취업자","","","","","","","","","","","","","","","112.08","102.218","97.199","97.936","96.111","100.208","102.164","99.687","100.945","97.5","102.997","104.311","104.097","96.554","95.589",
"남자","도매 및 소매업","네덜란드","취업자","","","","","","","","","","","","","","","611.546","591.859","558.722","559.604","590.967","656.684","683.253","679.741","681.109","689.048","678.843","698.38","686.54","796.15","798.972",
"남자","도매 및 소매업","노르웨이","취업자","","","","","","","","","","","","","","","186.494","182.83","183.93","183.342","192.457","189.167","184.77","192.223","193.199","188.948","193.816","197.19","193.237","193.316","187.18",
"남자","도매 및 소매업","폴란드","취업자","","","","","","","","","","","","","","","1058.659","1068.407","1046.976","1033.09","1028.595","1002.297","1036.323","1039.088","1024.721","1011.964","990.81","1013.359","972.553","1006.813","1013.167",
"남자","도매 및 소매업","포르투갈","취업자","","","","","","","","","","","","","","","413.397","404.915","399.376","366.868","338.272","333.596","348.335","374.031","362.097","370.25","363.141","373.112","348.215","361.113","371.724",
"남자","도매 및 소매업","슬로바키아","취업자","","","","","","","","","","","","","","","119.51","131.882","96.023","126.595","119.819","119.53","125.253","126.072","137.173","128.096","132.686","129.907","125.978","98.72","120.958",
"남자","도매 및 소매업","슬로베니아","취업자","","","","","","","","","","","","","","","53.906","54.702","53.591","51.392","54.098","57.048","52.837","53.298","51.722","53.935","55.356","58.155","54.104","57.375","56.504",
"남자","도매 및 소매업","스페인","취업자","","","","","","","","","","","","","","","1631.522","1485.376","1480.587","1480.118","1451.226","1436.323","1432.759","1448.522","1484.806","1502.804","1515.712","1562.991","1499.18","1498.354","1499.839",
"남자","도매 및 소매업","스웨덴","취업자","","","","","","","","","","","","","","","313.904","310.987","313.979","316.676","312.062","313.499","309.455","313.216","316.968","320.361","329.885","325.954","322.405","307.173","315.17",
"남자","도매 및 소매업","스위스","취업자","","328.494","318.237","320.982","313.25","303.131","","","","","","","","","","275.554","302.621","305.206","311.208","298.215","296.412","301.018","298.704","294.496","290.697","288.803","285.975","275.951","267.087",
"남자","도매 및 소매업","영국","취업자","","","","","","","","","","","","","","","2156.009","2067.177","2097.776","2096.448","2132.797","2096.493","2092.153","2147.3","2188.814","2238.424","2240.928","2147.716","","","",
"남자","도매 및 소매업","뉴질랜드","취업자","","","","","","","","","","","","","","","","182.9","186.4","192.7","181.9","183.6","189.2","185.4","","","","","","","",
"남자","운수, 창고 및 정보통신업","대한민국","취업자","","","","","","","","","","","","","","","","","","","","1810","1819","1862","1841","1820","1850","1873","1914","2006","2109",
"남자","운수, 창고 및 정보통신업","일본","취업자","","","","","","","3353.899","3276.208","3963.974","4245.245","4247.524","4165.197","4242.725","4358.999","4316.425","4966.323","5004.84","4867.816","4919.401","5030.728","5100.403","5143.482","5164.611","5178.996","5223.935","5220.224","5354.474","","",
"남자","운수, 창고 및 정보통신업","튀르키예","취업자","","","","","","","","","","","1006.27","1039.917","","","1056.278","1038.925","1103.247","1137.82","1205.396","1260.047","1210.968","1214.192","1260.372","1318.901","1333.522","1323.995","1271.902","1392.604","1548.571",
"남자","운수, 창고 및 정보통신업","멕시코","취업자","","","","","","","","","","","","1877.787","1957.07","1911.511","1976.844","2062.198","1994.663","2012.869","2069.075","2142.069","2144.527","2204.414","2279.085","2318.392","2450.281","2471.635","2382.018","2437.566","2583.65",
"남자","운수, 창고 및 정보통신업","미국","취업자","","","","","","","","","","8554.757","8637.005","8848.632","8974.837","9329.426","9540.748","8974.376","8974.613","9067.953","9174.798","9342.504","9659.709","9865.648","9993.419","10265.039","10779.656","11184.009","10898.136","11535.052","12322.037",
"남자","운수, 창고 및 정보통신업","칠레","취업자","","","","","","","","","","","","","","","","","","","","523.403","530.721","547.142","558.046","576.978","591.524","581.654","518.113","565","603.957",
"남자","운수, 창고 및 정보통신업","코스타리카","취업자","","","","","","","","","","","","","","","","","","","","","","","","117.108","131.403","141.807","124.422","125.813","126.949",
"남자","운수, 창고 및 정보통신업","오스트리아","취업자","","","","","","","","","","","","","","","","","","226.388","225.173","246.468","243.732","243.364","253.675","255.904","253.233","252.049","257.529","256.844","262.027",
"남자","운수, 창고 및 정보통신업","벨기에","취업자","","","","","","","","","","","","","","","317.617","318.967","318.989","318.998","316.534","300.692","308.829","307.052","308.43","326.216","323.902","338.197","335.152","365.64","378.119",
"남자","운수, 창고 및 정보통신업","체코","취업자","","","","","","","","","","","","","","","326.753","340.054","343.362","346.63","321.388","330.349","325.51","326.107","345.556","354.613","369.674","391.865","381.742","395.736","389.4",
"남자","운수, 창고 및 정보통신업","덴마크","취업자","","","","","","","","","","","","","","","182.565","179.909","174.217","179.415","174.815","174.113","179.8","180.652","181.699","176.603","176.367","185.037","182.057","184.796","194.717",
"남자","운수, 창고 및 정보통신업","핀란드","취업자","","","","","","","","","","","","","","","175.151","176.931","186.245","181.778","182.141","179.289","177.382","178.847","185.443","191.703","197.484","199.539","195.572","196.502","202.838",
"남자","운수, 창고 및 정보통신업","프랑스","취업자","","","","","","","","","","","","","","","1489.519","1461.4","1465.41","1484.099","1496.894","1520.542","1542.823","1618.777","1603.382","1619.884","1644.609","1651.255","1672.144","1732.637","1739.87",
"남자","운수, 창고 및 정보통신업","독일","취업자","","","","","","","","","","","","","","","2176.743","2165.723","2126.321","2193.944","2264.458","2192.651","2207.024","2267.414","2361.598","2415.791","2476.567","2545.43","2586.137","2517.423","2692.384",
"남자","운수, 창고 및 정보통신업","그리스","취업자","","","","","","","","","","","","","","","233.256","242.338","234.446","211.61","189.248","194.367","192.388","185.221","209.514","215.794","197.043","203.182","210.764","241.081","240.519",
"남자","운수, 창고 및 정보통신업","헝가리","취업자","","","","","","","","","","","","","","","256.632","248.144","253.963","249.489","267.06","271.358","261.692","270.379","291.236","303.696","306.715","331.305","321.455","334.743","339.958",
"남자","운수, 창고 및 정보통신업","아이슬란드","취업자","","","","","","","","","","","","","","","11.626","12.294","11.212","11.119","10.86","11.753","12.318","13.444","15.133","15.519","15.79","14.72","14.293","13.092","16.727",
"남자","운수, 창고 및 정보통신업","아일랜드","취업자","","","","","","","","","","","","","","","132.073","132.362","128.185","129.924","129.279","132.792","134.936","140.399","147.808","155.371","161.295","173.144","175.323","184.18","201.59",
"남자","운수, 창고 및 정보통신업","이탈리아","취업자","","","","","","","","","","","","","","","1225.026","1218.259","1198.152","1245.699","1212.725","1210.965","1216.508","1208.25","1250.434","1280.985","1327.224","1342.339","1336.069","1374.482","1407.664",
"남자","운수, 창고 및 정보통신업","라트비아","취업자","","","","","","","","","","","","","","","77.065","69.114","68.05","68.661","68.451","74.076","77.172","79.645","74.771","76.65","78.34","70.584","73.833","73.032","76.852",
"남자","운수, 창고 및 정보통신업","리투아니아","취업자","","","","","","","","","","","","","","","80.043","75.129","75.445","83.248","84.207","84.166","91.585","89.593","87.772","93.335","94.811","99.84","97.116","108.475","112.853",
"남자","운수, 창고 및 정보통신업","네덜란드","취업자","","","","","","","","","","","","","","","562.624","536.974","524.123","515.824","508.806","478.592","459.801","466.141","487.412","496.623","522.221","523.386","522.943","661.498","670.923",
"남자","운수, 창고 및 정보통신업","노르웨이","취업자","","","","","","","","","","","","","","","170.185","169.566","174.579","182.108","187.585","186.565","185.468","182.995","179.66","180.768","173.865","174.878","179.602","188.102","195.015",
"남자","운수, 창고 및 정보통신업","폴란드","취업자","","","","","","","","","","","","","","","901.169","907.042","885.699","893.539","924.782","955.692","976.065","1007.878","1028.353","1077.081","1115.641","1127.726","1178.091","1253.77","1207.516",
"남자","운수, 창고 및 정보통신업","포르투갈","취업자","","","","","","","","","","","","","","","201.294","203.13","209.272","191.643","192.456","206.642","217.662","207.678","225.039","237.591","246.95","268.422","267.015","288.049","306.689",
"남자","운수, 창고 및 정보통신업","슬로바키아","취업자","","","","","","","","","","","","","","","150.091","150.229","110.52","153.045","162.825","153.091","174.423","176.019","171.003","164.788","180.658","187.57","191.279","137.644","189.519",
"남자","운수, 창고 및 정보통신업","슬로베니아","취업자","","","","","","","","","","","","","","","65.426","67.078","63.429","62.212","62.05","60.867","55.371","59.633","58.97","62.821","65.798","64.809","69.623","63.189","62.312",
"남자","운수, 창고 및 정보통신업","스페인","취업자","","","","","","","","","","","","","","","1165.964","1099.668","1112.8","1087.388","1043.439","1027.722","1041.272","1076.793","1126.853","1163.227","1213.263","1244.925","1204.637","1272.843","1389.89",
"남자","운수, 창고 및 정보통신업","스웨덴","취업자","","","","","","","","","","","","","","","305.217","307.94","310.805","319.952","326.414","332.816","332.986","336.029","335.131","349.63","365.263","376.404","370.165","370.093","388.932",
"남자","운수, 창고 및 정보통신업","스위스","취업자","","202.696","200.593","191.977","201.889","199.354","","","","","","","","","","228.152","220.381","231.285","240.805","251.552","261.151","257.76","260.518","262.581","280.902","286.456","285.822","279.705","295.72",
"남자","운수, 창고 및 정보통신업","영국","취업자","","","","","","","","","","","","","","","2106.659","1917.95","1882.602","1923.014","1967.488","2049.445","2027.935","2126.334","2203.699","2162.841","2214.989","2271.113","","","",
"남자","운수, 창고 및 정보통신업","뉴질랜드","취업자","","","","","","","","","","","","","","","","116","116.9","123.8","135.7","134.1","130.3","131.8","","","","","","","",
"남자","숙박 및 음식점업","대한민국","취업자","","","","","","","","","","","","","","","","","","","","698","788","800","868","862","823","872","821","814","849",
"남자","숙박 및 음식점업","일본","취업자","","","","","","","1168.575","1162.461","1155.13","1398.748","1396.808","1398.341","1361.78","1367.463","1362.506","1469.149","1507.628","1442.723","1458.214","1439.794","1451.646","1441.512","1494.941","1509.613","1565.586","1575.258","1489.259","","",
"남자","숙박 및 음식점업","튀르키예","취업자","","","","","","","","","","","725.999","776.852","","","849.559","889.844","916.609","935.335","964.535","1024.14","1073.277","1129.449","1127.523","1151.293","1217.826","1270.436","1020.694","1011.344","1193.127",
"남자","숙박 및 음식점업","멕시코","취업자","","","","","","","","","","","","944.908","962.592","1027.339","1074.349","1090.721","1124.475","1174.177","1189.396","1210.013","1253.661","1311.484","1416.741","1445.27","1456.574","1619.911","1233.732","1487.749","1665.164",
"남자","숙박 및 음식점업","미국","취업자","","","","","","","","","","3931.546","4019.931","4031.569","4148.16","4225.513","4289.55","4282.414","4215.404","4411.214","4572.787","4627.974","4637.749","4745.211","4920.203","4892.119","4815.389","5008.657","4117.673","4454.274","4720.95",
"남자","숙박 및 음식점업","칠레","취업자","","","","","","","","","","","","","","","","","","","","117.825","116.033","129.351","140.19","144.067","152.425","148.954","138.854","148.451","169.8",
"남자","숙박 및 음식점업","코스타리카","취업자","","","","","","","","","","","","","","","","","","","","","","","","57.848","56.102","55.745","42.485","49.246","52.02",
"남자","숙박 및 음식점업","오스트리아","취업자","","","","","","","","","","","","","","","","","","92.98","102.472","93.783","91.016","90.644","98.84","102.672","106.913","105.652","95.438","90.92","107.494",
"남자","숙박 및 음식점업","벨기에","취업자","","","","","","","","","","","","","","","73.266","76.113","75.016","79.205","84.323","75.54","81.77","82.409","79.822","76.866","82.525","93.282","85.254","79.94","97.043",
"남자","숙박 및 음식점업","체코","취업자","","","","","","","","","","","","","","","80.686","81.778","82.578","81.231","73.138","72.951","80.989","85.679","80.303","78.778","78.198","77.694","74.56","66.786","68.359",
"남자","숙박 및 음식점업","덴마크","취업자","","","","","","","","","","","","","","","37.027","35.556","33.884","37.672","42.427","41.66","44.745","48.682","49.069","50.78","53.609","55.409","48.716","47.621","51.79",
"남자","숙박 및 음식점업","핀란드","취업자","","","","","","","","","","","","","","","22.973","22.942","24.275","24.495","24.924","26.557","26.55","26.35","27.088","25.857","27.879","31.287","25.624","29.624","35.451",
"남자","숙박 및 음식점업","프랑스","취업자","","","","","","","","","","","","","","","461.165","474.435","497.463","492.736","505.023","494.298","472.137","512.579","517.36","531.822","545.668","533.28","503.345","541.186","590.786",
"남자","숙박 및 음식점업","독일","취업자","","","","","","","","","","","","","","","613.301","618.302","590.066","605.597","630.117","632.525","655.297","665.031","693.317","691.507","701.731","720.326","595.883","568.913","644.555",
"남자","숙박 및 음식점업","그리스","취업자","","","","","","","","","","","","","","","169.555","165.607","159.884","156.685","146.058","141.974","156.831","175.704","180.998","188.811","172.936","182.469","166.711","170.717","193.738",
"남자","숙박 및 음식점업","헝가리","취업자","","","","","","","","","","","","","","","71.142","68.504","65.61","63.882","67.955","67.495","72.152","83.212","92.944","84.287","82.615","82.638","76.956","75.982","78.027",
"남자","숙박 및 음식점업","아이슬란드","취업자","","","","","","","","","","","","","","","2.835","3.612","3.806","3.329","3.007","3.92","4.642","4.517","5.285","5.644","5.528","4.781","4.809","5.977","6.143",
"남자","숙박 및 음식점업","아일랜드","취업자","","","","","","","","","","","","","","","62.827","64.665","62.161","59.198","62.497","70.128","74.022","72.721","75.722","76.446","81.029","79.486","67.244","63.16","75.561",
"남자","숙박 및 음식점업","이탈리아","취업자","","","","","","","","","","","","","","","572.053","561.244","575.221","588.378","604.009","583.863","613.274","665.411","682.133","717.502","718.72","731.756","662.614","588.067","700.896",
